BSBG05D,BSBG04,BSBG13E,BSBG13D,BSBG14A,BSBM16A,BSBM17D,BSBM18C,BSBM20E,BSBM20I,mean_PV
Yes,Enough to fill one shelf (11–25 books),Agree a lot,Agree a lot,A few times a year,Agree a lot,Agree a lot,Every or almost every lesson,Agree a little,Agree a lot,399.615396
Yes,Enough to fill three or more bookcases (more than 200),Agree a little,Agree a little,Once or twice a month,Disagree a little,Disagree a little,Every or almost every lesson,Disagree a little,Agree a lot,361.61545
Yes,None or very few (0–10 books),Disagree a little,Disagree a lot,Once or twice a month,Agree a little,Agree a lot,Never,Agree a little,Agree a lot,371.209198
Yes,None or very few (0–10 books),Agree a lot,Agree a little,Never,Agree a lot,Agree a lot,Some lessons,Agree a lot,Agree a lot,328.915932
No,None or very few (0–10 books),Agree a lot,Agree a lot,Once or twice a month,Agree a lot,Agree a lot,Every or almost every lesson,Agree a lot,Agree a little,380.069428
No,None or very few (0–10 books),Disagree a little,Disagree a little,A few times a year,Disagree a little,Agree a lot,Every or almost every lesson,Agree a little,Agree a lot,450.193478
Yes,Enough to fill one shelf (11–25 books),Agree a lot,Agree a lot,Never,Agree a lot,Agree a lot,Never,Agree a little,Agree a lot,413.836106
Yes,None or very few (0–10 books),Agree a lot,Agree a lot,Once or twice a month,Agree a lot,Agree a lot,About half the lessons,Agree a lot,Agree a lot,358.237494
No,Enough to fill one shelf (11–25 books),Agree a lot,Agree a little,Once or twice a month,Agree a lot,Agree a little,About half the lessons,Agree a little,Agree a lot,413.5735199999999
Yes,None or very few (0–10 books),Agree a lot,Agree a lot,A few times a year,Agree a little,Agree a lot,Never,Agree a little,Agree a lot,417.857656
Yes,None or very few (0–10 books),Agree a lot,Agree a lot,Never,Agree a little,Agree a little,About half the lessons,Agree a lot,Agree a lot,376.922828
No,None or very few (0–10 books),Agree a lot,Agree a lot,Never,Agree a little,Agree a lot,Some lessons,Disagree a lot,Agree a lot,353.915042
Yes,Enough to fill one shelf (11–25 books),Agree a lot,Agree a lot,Never,Agree a lot,Agree a lot,Never,Agree a lot,Agree a lot,342.18078
Yes,Enough to fill one shelf (11–25 books),Agree a lot,Agree a lot,Never,Disagree a little,Disagree a little,About half the lessons,Agree a lot,Agree a lot,329.16901399999995
No,None or very few (0–10 books),Agree a lot,Agree a lot,Once or twice a month,Agree a little,Agree a little,Some lessons,Agree a little,Agree a little,371.95949400000006
Yes,None or very few (0–10 books),Agree a lot,Agree a lot,Never,Agree a little,Agree a lot,Every or almost every lesson,Disagree a little,Agree a little,324.669968
No,Enough to fill one shelf (11–25 books),Agree a lot,Agree a lot,Once or twice a month,Agree a little,Agree a lot,Every or almost every lesson,Disagree a lot,Agree a little,400.070096
Yes,Enough to fill one shelf (11–25 books),Agree a lot,Agree a little,Never,Agree a lot,Agree a lot,Some lessons,Agree a lot,Agree a lot,377.928366
No,Enough to fill one bookcase (26–100 books),Agree a lot,Agree a little,Never,Agree a lot,Agree a lot,Every or almost every lesson,Agree a lot,Agree a lot,442.741844
Yes,Enough to fill one shelf (11–25 books),Agree a lot,Agree a lot,Once or twice a month,Agree a lot,Agree a lot,Never,Disagree a lot,Agree a lot,369.59296400000005
No,Enough to fill one shelf (11–25 books),Agree a little,Agree a lot,Never,Agree a little,Disagree a little,Some lessons,Agree a little,Agree a little,395.228594
Yes,None or very few (0–10 books),Agree a little,Agree a lot,A few times a year,Agree a little,Agree a lot,Never,Agree a little,Agree a lot,398.600332
Yes,None or very few (0–10 books),Agree a lot,Agree a lot,At least once a week,Agree a lot,Agree a lot,Every or almost every lesson,Agree a little,Agree a lot,426.88872
Yes,Enough to fill one shelf (11–25 books),Disagree a little,Disagree a little,A few times a year,Disagree a lot,Agree a lot,About half the lessons,Disagree a little,Agree a lot,402.660382
Yes,Enough to fill one bookcase (26–100 books),Agree a little,Agree a little,At least once a week,Agree a lot,Agree a lot,About half the lessons,Agree a little,Agree a lot,382.7574
No,None or very few (0–10 books),Agree a lot,Agree a lot,Once or twice a month,Agree a little,Agree a little,Every or almost every lesson,Agree a little,Agree a lot,341.729782
No,Enough to fill three or more bookcases (more than 200),Agree a lot,Agree a little,A few times a year,Disagree a lot,Agree a lot,Every or almost every lesson,Agree a lot,Agree a lot,305.002256
No,Enough to fill one shelf (11–25 books),Agree a little,Agree a little,Once or twice a month,Disagree a little,Agree a little,Some lessons,Disagree a lot,Disagree a lot,333.825102
Yes,None or very few (0–10 books),Agree a lot,Agree a lot,At least once a week,Agree a lot,Agree a lot,About half the lessons,Agree a lot,Agree a lot,370.030228
No,None or very few (0–10 books),Agree a lot,Agree a lot,At least once a week,Agree a lot,Agree a lot,Every or almost every lesson,Agree a little,Agree a lot,460.883122
No,Enough to fill one shelf (11–25 books),Agree a lot,Agree a lot,Never,Agree a little,Agree a lot,Every or almost every lesson,Agree a lot,Disagree a lot,380.757882
No,None or very few (0–10 books),Agree a lot,Agree a lot,Never,Agree a lot,Agree a lot,About half the lessons,Agree a lot,Agree a lot,262.101126
No,None or very few (0–10 books),Agree a lot,Agree a lot,A few times a year,Agree a lot,Agree a lot,Never,Agree a lot,Agree a lot,370.432656
Yes,None or very few (0–10 books),Agree a little,Agree a little,Once or twice a month,Disagree a lot,Disagree a little,Every or almost every lesson,Disagree a lot,Agree a lot,400.923404
No,None or very few (0–10 books),Agree a lot,Agree a little,Never,Agree a lot,Agree a lot,Every or almost every lesson,Agree a little,Agree a lot,384.570262
Yes,None or very few (0–10 books),Agree a lot,Agree a lot,A few times a year,Agree a lot,Agree a little,Every or almost every lesson,Agree a lot,Agree a lot,323.612606
No,None or very few (0–10 books),Disagree a lot,Agree a little,At least once a week,Disagree a lot,Disagree a lot,Every or almost every lesson,Disagree a lot,Disagree a little,398.131006
No,None or very few (0–10 books),Disagree a little,Agree a lot,A few times a year,Disagree a lot,Agree a little,Every or almost every lesson,Agree a lot,Disagree a little,318.593076
Yes,Enough to fill one shelf (11–25 books),Disagree a lot,Disagree a lot,Never,Agree a lot,Agree a lot,Never,Disagree a lot,Agree a lot,399.450354
Yes,Enough to fill one shelf (11–25 books),Agree a little,Disagree a lot,Never,Agree a lot,Agree a lot,About half the lessons,Agree a lot,Agree a lot,313.900476
No,None or very few (0–10 books),Agree a lot,Agree a little,Once or twice a month,Agree a little,Agree a lot,Some lessons,Agree a lot,Agree a lot,296.696804
No,None or very few (0–10 books),Disagree a lot,Disagree a lot,Never,Agree a lot,Agree a lot,Every or almost every lesson,Agree a lot,Agree a lot,328.045716
No,None or very few (0–10 books),Disagree a little,Disagree a lot,Never,Disagree a lot,Disagree a lot,Every or almost every lesson,Disagree a lot,Agree a lot,373.373386
No,Enough to fill one shelf (11–25 books),Agree a lot,Agree a little,Never,Agree a little,Agree a lot,Some lessons,Agree a little,Agree a lot,310.06774
No,Enough to fill one shelf (11–25 books),Agree a little,Agree a little,A few times a year,Agree a lot,Agree a lot,Some lessons,Agree a lot,Agree a lot,350.487982
No,Enough to fill one shelf (11–25 books),Agree a little,Agree a little,Once or twice a month,Agree a lot,Agree a lot,About half the lessons,Agree a lot,Agree a lot,280.931616
No,None or very few (0–10 books),Agree a lot,Agree a lot,A few times a year,Disagree a lot,Disagree a lot,About half the lessons,Agree a little,Agree a lot,255.31025
No,Enough to fill one shelf (11–25 books),Agree a lot,Agree a little,A few times a year,Disagree a lot,Agree a little,Some lessons,Agree a little,Agree a lot,377.499222
No,Enough to fill one shelf (11–25 books),Agree a lot,Disagree a lot,At least once a week,Disagree a little,Disagree a little,Every or almost every lesson,Agree a little,Disagree a lot,323.549622
No,None or very few (0–10 books),Agree a little,Disagree a lot,Never,Agree a lot,Agree a lot,Every or almost every lesson,Agree a lot,Agree a lot,325.564894
No,None or very few (0–10 books),Disagree a little,Agree a lot,Never,Agree a little,Disagree a lot,About half the lessons,Disagree a little,Agree a little,291.981526
Yes,None or very few (0–10 books),Agree a little,Agree a little,Never,Agree a lot,Agree a lot,Some lessons,Agree a little,Agree a lot,294.57252400000004
No,Enough to fill one bookcase (26–100 books),Agree a lot,Agree a little,Never,Disagree a lot,Disagree a little,Never,Agree a little,Disagree a lot,296.71588
Yes,Enough to fill three or more bookcases (more than 200),Agree a little,Agree a lot,Once or twice a month,Agree a lot,Agree a little,Every or almost every lesson,Agree a lot,Agree a lot,495.451042
Yes,None or very few (0–10 books),Agree a lot,Agree a lot,At least once a week,Disagree a lot,Disagree a lot,Some lessons,Disagree a lot,Disagree a lot,306.20570200000003
No,None or very few (0–10 books),Disagree a lot,Disagree a lot,Never,Agree a lot,Agree a lot,Never,Agree a lot,Agree a lot,395.516778
Yes,Enough to fill one bookcase (26–100 books),Disagree a little,Disagree a little,At least once a week,Disagree a little,Disagree a lot,Every or almost every lesson,Agree a little,Disagree a little,323.346038
No,None or very few (0–10 books),Disagree a lot,Agree a lot,A few times a year,Agree a lot,Disagree a lot,Some lessons,Agree a lot,Agree a lot,443.391994
No,None or very few (0–10 books),Agree a lot,Agree a lot,A few times a year,Agree a little,Disagree a little,Every or almost every lesson,Agree a little,Agree a little,263.42094800000007
No,Enough to fill one shelf (11–25 books),Agree a lot,Agree a lot,A few times a year,Agree a lot,Agree a little,About half the lessons,Agree a little,Agree a lot,277.81172200000003
Yes,Enough to fill one shelf (11–25 books),Agree a lot,Agree a lot,A few times a year,Agree a lot,Agree a little,About half the lessons,Agree a little,Agree a lot,321.8699439999999
No,Enough to fill three or more bookcases (more than 200),Disagree a little,Disagree a lot,At least once a week,Disagree a lot,Agree a little,Every or almost every lesson,Disagree a lot,Agree a lot,338.270842
No,Enough to fill three or more bookcases (more than 200),Agree a lot,Agree a lot,At least once a week,Agree a lot,Disagree a lot,Some lessons,Disagree a lot,Agree a little,321.587082
No,None or very few (0–10 books),Agree a little,Agree a little,At least once a week,Disagree a lot,Agree a little,About half the lessons,Agree a little,Agree a lot,346.13531199999994
No,None or very few (0–10 books),Agree a little,Disagree a little,At least once a week,Disagree a lot,Agree a lot,Some lessons,Disagree a lot,Agree a little,302.64178200000003
No,Enough to fill one shelf (11–25 books),Disagree a lot,Agree a little,Once or twice a month,Agree a little,Agree a lot,Every or almost every lesson,Agree a little,Agree a little,285.736768
No,None or very few (0–10 books),Disagree a little,Agree a lot,At least once a week,Agree a little,Disagree a lot,Never,Agree a lot,Agree a lot,250.43078400000005
No,None or very few (0–10 books),Agree a lot,Agree a lot,Never,Agree a lot,Agree a lot,Never,Disagree a lot,Agree a little,376.53214
Yes,None or very few (0–10 books),Disagree a little,Agree a little,Once or twice a month,Agree a little,Disagree a lot,About half the lessons,Agree a little,Agree a lot,323.23814200000004
No,None or very few (0–10 books),Agree a lot,Agree a lot,Never,Disagree a little,Agree a lot,Some lessons,Disagree a little,Agree a lot,274.399316
No,None or very few (0–10 books),Agree a lot,Agree a lot,A few times a year,Agree a little,Agree a lot,Every or almost every lesson,Agree a lot,Agree a little,255.249598
No,None or very few (0–10 books),Agree a lot,Agree a lot,Never,Agree a lot,Agree a lot,Every or almost every lesson,Disagree a lot,Agree a lot,290.124386
No,Enough to fill one shelf (11–25 books),Agree a lot,Agree a lot,Never,Agree a little,Agree a lot,Never,Disagree a little,Agree a lot,347.502572
No,None or very few (0–10 books),Disagree a little,Agree a little,Never,Disagree a little,Disagree a lot,About half the lessons,Disagree a little,Agree a little,243.602746
No,None or very few (0–10 books),Agree a lot,Agree a lot,Never,Agree a little,Agree a lot,Never,Agree a lot,Agree a lot,302.91212
No,None or very few (0–10 books),Agree a lot,Agree a lot,A few times a year,Agree a lot,Agree a lot,Never,Agree a lot,Agree a lot,366.925578
No,Enough to fill one shelf (11–25 books),Agree a little,Agree a lot,A few times a year,Agree a little,Agree a lot,Never,Disagree a lot,Agree a little,327.69588
Yes,None or very few (0–10 books),Agree a lot,Agree a little,A few times a year,Agree a little,Agree a lot,About half the lessons,Agree a lot,Agree a lot,245.169912
No,None or very few (0–10 books),Agree a little,Agree a lot,Never,Agree a little,Agree a little,Some lessons,Disagree a little,Agree a lot,346.410116
No,Enough to fill one shelf (11–25 books),Agree a lot,Agree a lot,At least once a week,Agree a lot,Agree a lot,Some lessons,Agree a little,Agree a lot,194.209476
No,Enough to fill one bookcase (26–100 books),Agree a little,Disagree a little,Never,Agree a lot,Agree a lot,Never,Agree a little,Agree a lot,463.37529799999993
No,Enough to fill one bookcase (26–100 books),Agree a little,Disagree a little,Never,Agree a lot,Agree a lot,Never,Agree a little,Agree a lot,379.886988
No,None or very few (0–10 books),Agree a little,Agree a lot,At least once a week,Agree a little,Agree a lot,About half the lessons,Agree a lot,Agree a lot,384.461284
No,None or very few (0–10 books),Agree a lot,Agree a lot,At least once a week,Agree a little,Agree a lot,About half the lessons,Agree a little,Agree a lot,298.02477
No,None or very few (0–10 books),Agree a lot,Agree a lot,Never,Agree a little,Agree a lot,Never,Agree a little,Agree a lot,294.624158
No,None or very few (0–10 books),Agree a little,Agree a little,Never,Agree a little,Agree a lot,About half the lessons,Agree a little,Agree a little,339.67482
No,None or very few (0–10 books),Agree a lot,Agree a little,Never,Disagree a lot,Agree a lot,Some lessons,Agree a lot,Agree a lot,239.648304
Yes,None or very few (0–10 books),Agree a lot,Agree a lot,Never,Disagree a little,Agree a lot,Every or almost every lesson,Agree a little,Agree a little,234.482486
No,Enough to fill one bookcase (26–100 books),Agree a little,Agree a little,Once or twice a month,Agree a lot,Agree a little,Never,Disagree a little,Disagree a little,353.952864
No,None or very few (0–10 books),Agree a lot,Agree a lot,Never,Agree a lot,Agree a lot,Every or almost every lesson,Agree a lot,Agree a lot,429.171784
No,None or very few (0–10 books),Agree a little,Agree a little,Once or twice a month,Agree a little,Agree a little,Never,Disagree a lot,Disagree a lot,388.42233
No,Enough to fill one shelf (11–25 books),Agree a lot,Agree a lot,Never,Agree a lot,Agree a lot,Never,Agree a little,Agree a little,306.83942599999995
No,None or very few (0–10 books),Agree a little,Agree a lot,A few times a year,Agree a lot,Agree a lot,Never,Agree a lot,Agree a lot,381.899974
No,None or very few (0–10 books),Agree a lot,Agree a lot,A few times a year,Agree a little,Agree a lot,Never,Agree a little,Agree a lot,341.71444
No,None or very few (0–10 books),Agree a little,Agree a little,At least once a week,Agree a little,Agree a little,About half the lessons,Agree a little,Disagree a little,290.34903
Yes,None or very few (0–10 books),Disagree a lot,Agree a little,Never,Agree a little,Agree a lot,About half the lessons,Disagree a little,Agree a lot,351.316432
Yes,None or very few (0–10 books),Disagree a lot,Disagree a lot,Never,Agree a little,Disagree a lot,Never,Disagree a lot,Disagree a lot,331.82108800000003
No,None or very few (0–10 books),Agree a little,Agree a lot,Never,Agree a little,Agree a lot,About half the lessons,Disagree a little,Agree a little,319.28808000000004
Yes,Enough to fill one shelf (11–25 books),Agree a lot,Agree a lot,Once or twice a month,Agree a lot,Agree a lot,Every or almost every lesson,Agree a lot,Agree a lot,357.69554000000005
No,Enough to fill one shelf (11–25 books),Agree a little,Agree a lot,Never,Agree a little,Agree a lot,About half the lessons,Disagree a little,Agree a lot,332.325324
No,None or very few (0–10 books),Agree a lot,Agree a lot,Never,Agree a lot,Agree a lot,Never,Agree a lot,Agree a lot,375.648932
No,Enough to fill one shelf (11–25 books),Agree a lot,Agree a little,Never,Agree a little,Disagree a lot,Every or almost every lesson,Agree a little,Disagree a little,236.5483
